"anything-Apr21-0207", "American Sign Language", " ", "A@Wrist-PalmUp-A@CenterTrunkhigh-PalmUp 5@SideTrunkhigh-PalmUp-5@SideTrunkhigh-PalmUp", " A@Wrist-PalmUp-A@CenterTrunkhigh-PalmUp 5@SideTrunkhigh-PalmUp-5@SideTrunkhigh-PalmUp"
"anything-Apr21-0207", "Arabic", " ", " ", " "
"anything-Apr21-0207", " ", "Moroccan Arabic", "أي حاجة|tr=ʔayy ḥāja", " أي حاجة|tr=ʔayy ḥāja"
"anything-Apr21-0207", "Belarusian", " ", "што-не́будзь, нішто́ {{qualifier|in negative sentences", " што-не́будзь" , " нішто́ {{qualifier|in negative sentences"
"anything-Apr21-0207", "Bulgarian", " ", "нещо, каквото и да е", " нещо" , " каквото и да е"
"anything-Apr21-0207", "Catalan", " ", "qualsevol cosa, alguna cosa, quelcom, tot, {{qualifier|in negative sentences res, re", " qualsevol cosa" , " alguna cosa" , " quelcom" , " tot" , " {{qualifier|in negative sentences res" , " re"
"anything-Apr21-0207", "Chamicuro", " ", "anaskajneye", " anaskajneye"
"anything-Apr21-0207", "Cherokee", " ", "ᎦᎱᏍᏗ", " ᎦᎱᏍᏗ"
"anything-Apr21-0207", "Chinese", " ", " ", " "
"anything-Apr21-0207", " ", "Mandarin", "什麼, 什么|tr=shénme", " 什麼" , " 什么|tr=shénme"
"anything-Apr21-0207", "Czech", " ", "cokoliv", " cokoliv"
"anything-Apr21-0207", "Dutch", " ", "iets, alles, wat dan ook", " iets" , " alles" , " wat dan ook"
"anything-Apr21-0207", "Esperanto", " ", "io ajn", " io ajn"
"anything-Apr21-0207", "Finnish", " ", "mikä, mikä tahansa", " mikä" , " mikä tahansa"
"anything-Apr21-0207", "French", " ", "n’importe quoi, {{qualifier|in negative sentences rien", " n’importe quoi" , " {{qualifier|in negative sentences rien"
"anything-Apr21-0207", "Galician", " ", "calquera cousa", " calquera cousa"
"anything-Apr21-0207", "Georgian", " ", "ნებისმიერი რამ", " ნებისმიერი რამ"
"anything-Apr21-0207", "German", " ", "irgendetwas, irgendwas", " irgendetwas" , " irgendwas"
"anything-Apr21-0207", "Gothic", " ", "𐌰𐌹𐌽𐍃𐌷𐌿𐌽", " 𐌰𐌹𐌽𐍃𐌷𐌿𐌽"
"anything-Apr21-0207", "Greek", " ", "οτιδήποτε|n, ό,τι", " οτιδήποτε|n" , " ό" , "τι"
"anything-Apr21-0207", "Hungarian", " ", "akármi, bármi", " akármi" , " bármi"
"anything-Apr21-0207", "Ido", " ", "irgo", " irgo"
