=", ="
"everything-Apr20-0520", "Afrikaans", " ", "alles", " alles"
"everything-Apr20-0520", "Apache", " ", " ", " "
"everything-Apr20-0520", " ", "Western Apache", "dawa", " dawa"
"everything-Apr20-0520", "Arabic", " ", "كُلّ شَيْء", " كُلّ شَيْء"
"everything-Apr20-0520", " ", "Egyptian Arabic", "كل حاجة|tr=kul ḥaga", " Egyptian Arabic: كل حاجة|tr=kul ḥaga"
"everything-Apr20-0520", " ", "Moroccan Arabic", "كل شي|tr=kull ši", " Moroccan Arabic: كل شي|tr=kull ši"
"everything-Apr20-0520", "Aragonese", " ", "tot", " tot"
"everything-Apr20-0520", "Azerbaijani", " ", "hər şey, hamısı", " hər şey" , " hamısı"
"everything-Apr20-0520", "Basque", " ", "den", " den"
"everything-Apr20-0520", "Belarusian", " ", "усё", " усё"
"everything-Apr20-0520", "Bengali", " ", "সবকিছু", " সবকিছু"
"everything-Apr20-0520", "Bulgarian", " ", "вси́чко|n", " вси́чко|n"
"everything-Apr20-0520", "Catalan", " ", "tot", " tot"
"everything-Apr20-0520", "Cherokee", " ", "ᎢᎬᏩᏕᎴᎩ", " ᎢᎬᏩᏕᎴᎩ"
"everything-Apr20-0520", "Cheyenne", " ", "mȧheto", " mȧheto"
"everything-Apr20-0520", "Chinese", " ", " ", " "
"everything-Apr20-0520", " ", "Cantonese", "凡事|tr=faan4 si6|sc=Hani, 一切|tr=jat1 cai3|sc=Hani, 萬事|sc=Hani, 万事|tr=maan6 si6|sc=Hani, [[乜嘢]][[都]]|tr=mat1 je5 dou1", " 凡事|tr=faan4 si6|sc=Hani" , " 一切|tr=jat1 cai3|sc=Hani" , " 萬事|sc=Hani" , " 万事|tr=maan6 si6|sc=Hani" , " [[乜嘢]][[都]]|tr=mat1 je5 dou1"
"everything-Apr20-0520", " ", "Gan", "(no translation)", " Gan: (no translation)"
"everything-Apr20-0520", " ", "Hakka", "凡事|tr=fàm-sṳ|sc=Hani, 萬事|sc=Hani, 万事|tr=van-sṳ|sc=Hani", " Hakka: 凡事|tr=fàm-sṳ|sc=Hani" , " 萬事|sc=Hani" , " 万事|tr=van-sṳ|sc=Hani"
"everything-Apr20-0520", " ", "Mandarin", "一切|tr=yīqiè|sc=Hani, 每事|tr=měishì|sc=Hani, [[什麼]][[都]]|sc=Hani, [[什么]][[都]]|tr=shénme dōu|sc=Hani, 凡事|tr=fánshì|sc=Hani, 萬事|sc=Hani, 万事|tr=wànshì|sc=Hani", " Mandarin: 一切|tr=yīqiè|sc=Hani" , " 每事|tr=měishì|sc=Hani" , " [[什麼]][[都]]|sc=Hani" , " [[什么]][[都]]|tr=shénme dōu|sc=Hani" , " 凡事|tr=fánshì|sc=Hani" , " 萬事|sc=Hani" , " 万事|tr=wànshì|sc=Hani"
"everything-Apr20-0520", " ", "Min Dong", "(no translation)", " Min Dong: (no translation)"
"everything-Apr20-0520", " ", "Min Nan", "凡事|tr=hoân-sū|sc=Hani, 萬事|sc=Hani, 万事|tr=bān-sū|sc=Hani, 一切|tr=it-chhè|sc=Hani", " Min Nan: 凡事|tr=hoân-sū|sc=Hani" , " 萬事|sc=Hani" , " 万事|tr=bān-sū|sc=Hani" , " 一切|tr=it-chhè|sc=Hani"
"everything-Apr20-0520", "Chuvash", " ", "йӑлт", " йӑлт"
"everything-Apr20-0520", "Czech", " ", "všechno|n, všechen|m {{q|before an uncountable noun", " všechno|n" , " všechen|m {{q|before an uncountable noun"
"everything-Apr20-0520", "Danish", " ", "alt", " alt"
"everything-Apr20-0520", "Dutch", " ", "alles", " alles"
"everything-Apr20-0520", "Egyptian", " ", "{{t-egy|tm|h=t:tm-m", " {{t-egy|tm|h=t:tm-m"
"everything-Apr20-0520", "Esperanto", " ", "ĉio", " ĉio"
"everything-Apr20-0520", "Estonian", " ", "kõik", " kõik"
"everything-Apr20-0520", "Faroese", " ", "alt", " alt"
"everything-Apr20-0520", "Finnish", " ", "kaikki", " kaikki"
"everything-Apr20-0520", "French", " ", "tout|m", " tout|m"
"everything-Apr20-0520", "Galician", " ", "todo|m", " todo|m"
"everything-Apr20-0520", "Georgian", " ", "ყველაფერი", " ყველაფერი"
"everything-Apr20-0520", "German", " ", "alles|n", " alles|n"
"everything-Apr20-0520", " ", "Silesian", "olles|n (Olles, Alles)", " Silesian: olles|n (Olles" , " Alles)"
"everything-Apr20-0520", "Greek", " ", "όλα|n-p, τα πάντα|n-p", " όλα|n-p" , " τα πάντα|n-p"
"everything-Apr20-0520", " ", "Ancient", "πάντα|n-p", " Ancient: πάντα|n-p"
"everything-Apr20-0520", "Hebrew", " ", "הכל|tr=hachol", " הכל|tr=hachol"
"everything-Apr20-0520", "Hindi", " ", "सब कुछ, सब", " सब कुछ" , " सब"
"everything-Apr20-0520", "Hungarian", " ", "minden, mind {{q|when it is about a previously mentioned group", " minden" , " mind {{q|when it is about a previously mentioned group"
"everything-Apr20-0520", "Icelandic", " ", "allt", " allt"
"everything-Apr20-0520", "Ido", " ", "omno", " omno"
"everything-Apr20-0520", "Indonesian", " ", "segala sesuatu, semuanya", " segala sesuatu" , " semuanya"
"everything-Apr20-0520", "Interlingua", " ", "omne, toto", " omne" , " toto"
"everything-Apr20-0520", "Irish", " ", "gach rud", " gach rud"
"everything-Apr20-0520", "Istriot", " ", "doûto", " doûto"
"everything-Apr20-0520", "Italian", " ", "tutto", " tutto"
"everything-Apr20-0520", "Japanese", " ", "全て|tr=すべて, subete, 全部|tr=ぜんぶ, zenbu, いずれも|tr=izuremo, どれも|tr=doremo", " 全て|tr=すべて" , " subete" , " 全部|tr=ぜんぶ" , " zenbu" , " いずれも|tr=izuremo" , " どれも|tr=doremo"
"everything-Apr20-0520", "Kabuverdianu", " ", "túdu", " túdu"
"everything-Apr20-0520", "Korean", " ", "모두, [[모든]] [[것]], 전부", " 모두" , " [[모든]] [[것]]" , " 전부"
"everything-Apr20-0520", "Kurdish", " ", " ", " "
"everything-Apr20-0520", " ", "Central Kurdish", "ھەمو شتێک", " ھەمو شتێک"
"everything-Apr20-0520", "Latin", " ", "omnia|n-p, nihil non, omnes res|f, totae res, quidvis, quidquid|n, tota|n", " omnia|n-p" , " nihil non" , " omnes res|f" , " totae res" , " quidvis" , " quidquid|n" , " tota|n"
"everything-Apr20-0520", "Macedonian", " ", "се", " се"
"everything-Apr20-0520", "Malay", " ", "semuanya", " semuanya"
"everything-Apr20-0520", "Maltese", " ", "kollox", " kollox"
"everything-Apr20-0520", "Mòcheno", " ", "òlls", " òlls"
"everything-Apr20-0520", "Nahuatl", " ", "nochi", " nochi"
"everything-Apr20-0520", "Navajo", " ", "tʼáá ałtsoní", " tʼáá ałtsoní"
"everything-Apr20-0520", "Norwegian", " ", "alt, allting", " alt" , " allting"
"everything-Apr20-0520", "Persian", " ", "هر چیز|tr=har čiz|sc=fa-Arab, همه‌چیز|sc=fa-Arab|tr=hame-čiz", " هر چیز|tr=har čiz|sc=fa-Arab" , " همه‌چیز|sc=fa-Arab|tr=hame-čiz"
"everything-Apr20-0520", "Polish", " ", "wszystko|n", " wszystko|n"
"everything-Apr20-0520", "Portuguese", " ", "tudo|m", " tudo|m"
"everything-Apr20-0520", "Romanian", " ", "tot", " tot"
"everything-Apr20-0520", "Russian", " ", "всё|n", " всё|n"
"everything-Apr20-0520", "Rusyn", " ", "вшы́тко", " вшы́тко"
"everything-Apr20-0520", "Scots", " ", "aathin", " aathin"
"everything-Apr20-0520", "Serbo-Croatian", " ", " ", " "
"everything-Apr20-0520", " ", "Cyrillic", "све|n|sc=Cyrl", " све|n|sc=Cyrl"
"everything-Apr20-0520", " ", "Roman", "sve|n", " Roman: sve|n"
"everything-Apr20-0520", "Slovak", " ", "všetko", " všetko"
"everything-Apr20-0520", "Slovene", " ", "vse", " vse"
"everything-Apr20-0520", "Spanish", " ", "todo", " todo"
"everything-Apr20-0520", "Swedish", " ", "allt|n, alla|c", " allt|n" , " alla|c"
"everything-Apr20-0520", "Telugu", " ", "అన్నీ", " అన్నీ"
"everything-Apr20-0520", "Thai", " ", "ทุกสิ่ง, ทุกอย่าง", " ทุกสิ่ง" , " ทุกอย่าง"
"everything-Apr20-0520", "Tok Pisin", " ", "{{l|tpi|olgeta samting", " {{l|tpi|olgeta samting"
"everything-Apr20-0520", "Turkish", " ", "her şey, herşey", " her şey" , " herşey"
"everything-Apr20-0520", "Ukrainian", " ", "усе́, все", " усе́" , " все"
"everything-Apr20-0520", "Urdu", " ", "سب کچھ|tr=sab kuch, سب|tr=sab|sc=ur-Arab, ہر چیز|sc=ur-Arab", " سب کچھ|tr=sab kuch" , " سب|tr=sab|sc=ur-Arab" , " ہر چیز|sc=ur-Arab"
"everything-Apr20-0520", "Venetian", " ", "tuto", " tuto"
"everything-Apr20-0520", "Vietnamese", " ", "mọi vật, mọi thứ nào {{q|every thing, tất cả {{q|all", " mọi vật" , " mọi thứ nào {{q|every thing" , " tất cả {{q|all"
"everything-Apr20-0520", "Volapük", " ", "valikos", " valikos"
"everything-Apr20-0520", "Welsh", " ", "popeth", " popeth"
"everything-Apr20-0520", "Yiddish", " ", "אַלץ, אַלצדינג", " אַלץ" , " אַלצדינג"
"everything-Apr20-0520", "Yámana", " ", "xanikina", " xanikina"
